order_item_id,order_id,sku_id,quantity,unit_price,discount_code,discount_amount
455,ORD0000159,SKU0006,3.0,11.3,DISC10,10.0
456,ORD0000159,SKU0008,1.0,9.36,,0.0
457,ORD0000160,SKU0015,3.0,12.15,,0.0
458,ORD0000160,SKU0018,3.0,12.57,,0.0
459,ORD0000161,SKU0006,3.0,11.3,,0.0
460,ORD0000162,SKU0010,1.0,5.44,DISC5,5.0
461,ORD0000162,SKU0016,3.0,7.94,,0.0
462,ORD0000162,SKU0013,3.0,7.36,,0.0
463,ORD0000162,SKU0010,2.0,5.44,,0.0
464,ORD0000162,SKU0001,1.0,7.17,DISC5,5.0
465,ORD0000163,SKU0006,3.0,11.3,,0.0
466,ORD0000164,SKU0015,2.0,12.15,DISC10,10.0
467,ORD0000164,SKU0009,2.0,11.65,DISC5,5.0
468,ORD0000164,SKU0017,1.0,14.17,DISC5,5.0
469,ORD0000165,SKU0001,3.0,7.17,DISC10,10.0
470,ORD0000165,SKU0014,1.0,6.13,DISC5,5.0
471,ORD0000165,SKU0014,2.0,6.13,,0.0
472,ORD0000166,SKU0019,2.0,9.58,DISC10,10.0
473,ORD0000167,SKU0017,3.0,14.17,DISC10,10.0
474,ORD0000167,SKU0011,1.0,6.21,DISC5,5.0
475,ORD0000167,SKU0003,3.0,9.37,DISC5,5.0
476,ORD0000167,SKU0014,3.0,6.13,DISC5,5.0
477,ORD0000168,SKU0012,1.0,11.02,DISC10,10.0
478,ORD0000168,SKU0004,1.0,11.82,DISC5,5.0
479,ORD0000169,SKU0008,1.0,9.36,DISC10,10.0
480,ORD0000169,SKU0007,2.0,12.38,DISC10,10.0
481,ORD0000169,SKU0016,1.0,7.94,DISC5,5.0
482,ORD0000169,SKU0004,3.0,11.82,DISC10,10.0
483,ORD0000170,SKU0010,3.0,5.44,DISC10,10.0
484,ORD0000171,SKU0002,2.0,7.61,,0.0
485,ORD0000172,SKU0005,2.0,7.36,DISC10,10.0
486,ORD0000172,SKU0006,1.0,11.3,DISC10,10.0
487,ORD0000173,SKU0015,3.0,12.15,DISC10,10.0
488,ORD0000173,SKU0007,1.0,12.38,,0.0
489,ORD0000174,SKU0007,2.0,12.38,DISC10,10.0
490,ORD0000175,SKU0004,2.0,11.82,DISC5,5.0
491,ORD0000175,SKU0008,3.0,9.36,DISC10,10.0
492,ORD0000176,SKU0012,3.0,11.02,DISC10,10.0
493,ORD0000177,SKU0001,2.0,7.17,DISC10,10.0
494,ORD0000177,SKU0013,1.0,7.36,DISC5,5.0
495,ORD0000177,SKU0012,2.0,11.02,,0.0
496,ORD0000177,SKU0008,3.0,9.36,DISC10,10.0
497,ORD0000178,SKU0017,1.0,14.17,DISC10,10.0
498,ORD0000178,SKU0011,2.0,6.21,DISC5,5.0
499,ORD0000178,SKU0014,2.0,6.13,,0.0
500,ORD0000178,SKU0016,2.0,7.94,DISC5,5.0
501,ORD0000178,SKU0008,2.0,9.36,DISC5,5.0
502,ORD0000179,SKU0018,2.0,12.57,,0.0
503,ORD0000179,SKU0011,2.0,6.21,,0.0
504,ORD0000179,SKU0017,2.0,14.17,DISC5,5.0
505,ORD0000179,SKU0001,1.0,7.17,,0.0
506,ORD0000179,SKU0018,3.0,12.57,,0.0
507,ORD0000180,SKU0019,1.0,9.58,DISC10,10.0
508,ORD0000180,SKU0003,2.0,9.37,DISC10,10.0
509,ORD0000180,SKU0015,3.0,12.15,DISC5,5.0
510,ORD0000180,SKU0019,2.0,9.58,DISC5,5.0
511,ORD0000181,SKU0015,3.0,12.15,DISC10,10.0
512,ORD0000181,SKU0007,1.0,12.38,DISC5,5.0
513,ORD0000181,SKU0017,3.0,14.17,DISC5,5.0
514,ORD0000182,SKU0004,3.0,11.82,,0.0
515,ORD0000182,SKU0015,1.0,12.15,DISC5,5.0
516,ORD0000182,SKU0017,3.0,14.17,,0.0
517,ORD0000182,SKU0005,2.0,7.36,,0.0
518,ORD0000182,SKU0011,3.0,6.21,,0.0
519,ORD0000183,SKU0010,3.0,5.44,DISC5,5.0
520,ORD0000183,SKU0007,1.0,12.38,,0.0
521,ORD0000183,SKU0007,3.0,12.38,DISC5,5.0
522,ORD0000183,SKU0014,3.0,6.13,DISC10,10.0
523,ORD0000183,SKU0005,2.0,7.36,DISC10,10.0
524,ORD0000184,SKU0017,2.0,14.17,DISC10,10.0
525,ORD0000184,SKU0003,1.0,9.37,DISC10,10.0
526,ORD0000185,SKU0005,3.0,7.36,,0.0
527,ORD0000185,SKU0014,2.0,6.13,DISC5,5.0
528,ORD0000185,SKU0001,2.0,7.17,DISC5,5.0
529,ORD0000185,SKU0017,2.0,14.17,DISC5,5.0
530,ORD0000186,SKU0004,3.0,11.82,DISC10,10.0
531,ORD0000187,SKU0013,3.0,7.36,,0.0
532,ORD0000187,SKU0015,2.0,12.15,DISC5,5.0
533,ORD0000187,SKU0015,3.0,12.15,DISC5,5.0
534,ORD0000187,SKU0009,2.0,11.65,DISC10,10.0
535,ORD0000188,SKU0003,2.0,9.37,DISC10,10.0
536,ORD0000189,SKU0015,1.0,12.15,DISC10,10.0
537,ORD0000189,SKU0015,2.0,12.15,DISC10,10.0
538,ORD0000189,SKU0018,2.0,12.57,DISC10,10.0
539,ORD0000190,SKU0019,3.0,9.58,DISC5,5.0
540,ORD0000190,SKU0015,2.0,12.15,DISC5,5.0
541,ORD0000190,SKU0005,3.0,7.36,DISC5,5.0
542,ORD0000190,SKU0001,3.0,7.17,DISC10,10.0
543,ORD0000191,SKU0019,3.0,9.58,,0.0
544,ORD0000191,SKU0019,2.0,9.58,DISC5,5.0
545,ORD0000191,SKU0010,1.0,5.44,DISC5,5.0
546,ORD0000192,SKU0010,3.0,5.44,,0.0
547,ORD0000193,SKU0003,1.0,9.37,DISC5,5.0
548,ORD0000193,SKU0013,1.0,7.36,DISC10,10.0
549,ORD0000193,SKU0010,3.0,5.44,,0.0
550,ORD0000193,SKU0005,1.0,7.36,,0.0
551,ORD0000193,SKU0002,2.0,7.61,,0.0
552,ORD0000194,SKU0007,1.0,12.38,,0.0
553,ORD0000194,SKU0019,2.0,9.58,DISC5,5.0
554,ORD0000194,SKU0016,3.0,7.94,,0.0
555,ORD0000194,SKU0007,2.0,12.38,DISC10,10.0
556,ORD0000195,SKU0009,2.0,11.65,DISC5,5.0
557,ORD0000195,SKU0001,2.0,7.17,DISC5,5.0
558,ORD0000195,SKU0018,3.0,12.57,,0.0
559,ORD0000195,SKU0012,3.0,11.02,DISC5,5.0
560,ORD0000195,SKU0016,1.0,7.94,,0.0
561,ORD0000196,SKU0001,3.0,7.17,DISC5,5.0
562,ORD0000196,SKU0001,1.0,7.17,,0.0
563,ORD0000196,SKU0015,2.0,12.15,DISC10,10.0
564,ORD0000196,SKU0003,2.0,9.37,,0.0
565,ORD0000196,SKU0008,1.0,9.36,DISC5,5.0
566,ORD0000197,SKU0016,3.0,7.94,DISC5,5.0
567,ORD0000197,SKU0006,3.0,11.3,DISC5,5.0
568,ORD0000197,SKU0013,2.0,7.36,DISC10,10.0
569,ORD0000197,SKU0018,1.0,12.57,DISC5,5.0
570,ORD0000198,SKU0005,1.0,7.36,DISC10,10.0
571,ORD0000198,SKU0009,2.0,11.65,DISC5,5.0
572,ORD0000198,SKU0014,3.0,6.13,DISC10,10.0
573,ORD0000199,SKU0018,3.0,12.57,DISC10,10.0
574,ORD0000199,SKU0006,3.0,11.3,,0.0
575,ORD0000199,SKU0007,2.0,12.38,DISC10,10.0
576,ORD0000200,SKU0003,1.0,9.37,DISC10,10.0
577,ORD0000200,SKU0007,2.0,12.38,DISC5,5.0
578,ORD0000200,SKU0009,1.0,11.65,DISC10,10.0
579,ORD0000200,SKU0019,2.0,9.58,,0.0
580,ORD0000200,SKU0008,1.0,9.36,DISC10,10.0
581,ORD0000201,SKU0006,2.0,11.3,DISC10,10.0
582,ORD0000202,SKU0010,2.0,5.44,,0.0
583,ORD0000202,SKU0001,2.0,7.17,DISC5,5.0
584,ORD0000202,SKU0012,2.0,11.02,DISC10,10.0
585,ORD0000202,SKU0003,3.0,9.37,DISC10,10.0
586,ORD0000202,SKU0008,2.0,9.36,,0.0
587,ORD0000203,SKU0011,2.0,6.21,,0.0
588,ORD0000203,SKU0005,3.0,7.36,DISC5,5.0
589,ORD0000204,SKU0007,3.0,12.38,,0.0
590,ORD0000204,SKU0018,2.0,12.57,,0.0
591,ORD0000205,SKU0004,2.0,11.82,,0.0
592,ORD0000205,SKU0001,3.0,7.17,,0.0
593,ORD0000205,SKU0017,3.0,14.17,DISC10,10.0
594,ORD0000206,SKU0014,1.0,6.13,DISC10,10.0
595,ORD0000206,SKU0006,2.0,11.3,,0.0
596,ORD0000206,SKU0012,2.0,11.02,,0.0
597,ORD0000206,SKU0009,2.0,11.65,DISC5,5.0
598,ORD0000206,SKU0001,1.0,7.17,DISC5,5.0
599,ORD0000207,SKU0012,3.0,11.02,DISC10,10.0
600,ORD0000207,SKU0017,3.0,14.17,,0.0
601,ORD0000207,SKU0017,2.0,14.17,DISC5,5.0
602,ORD0000208,SKU0008,3.0,9.36,,0.0
603,ORD0000208,SKU0012,3.0,11.02,DISC5,5.0
604,ORD0000209,SKU0012,2.0,11.02,DISC10,10.0
605,ORD0000209,SKU0012,2.0,11.02,,0.0
606,ORD0000209,SKU0006,2.0,11.3,,0.0
607,ORD0000209,SKU0016,1.0,7.94,DISC10,10.0
608,ORD0000210,SKU0018,1.0,12.57,DISC5,5.0
609,ORD0000210,SKU0005,3.0,7.36,,0.0
610,ORD0000210,SKU0006,3.0,11.3,DISC5,5.0
611,ORD0000210,SKU0010,2.0,5.44,DISC5,5.0
612,ORD0000210,SKU0003,2.0,9.37,DISC5,5.0
613,ORD0000211,SKU0007,2.0,12.38,DISC10,10.0
614,ORD0000211,SKU0014,2.0,6.13,,0.0
615,ORD0000211,SKU0008,1.0,9.36,,0.0
616,ORD0000211,SKU0014,3.0,6.13,DISC5,5.0
617,ORD0000212,SKU0002,3.0,7.61,,0.0
618,ORD0000212,SKU0002,3.0,7.61,DISC10,10.0
619,ORD0000212,SKU0010,1.0,5.44,DISC5,5.0
620,ORD0000212,SKU0003,1.0,9.37,,0.0
621,ORD0000212,SKU0018,1.0,12.57,DISC5,5.0
622,ORD0000213,SKU0001,1.0,7.17,,0.0
623,ORD0000213,SKU0006,3.0,11.3,DISC5,5.0
624,ORD0000213,SKU0004,2.0,11.82,DISC10,10.0
625,ORD0000213,SKU0004,1.0,11.82,DISC10,10.0
626,ORD0000214,SKU0015,3.0,12.15,,0.0
627,ORD0000214,SKU0006,1.0,11.3,,0.0
628,ORD0000214,SKU0011,1.0,6.21,DISC5,5.0
629,ORD0000215,SKU0014,3.0,6.13,DISC5,5.0
630,ORD0000216,SKU0010,3.0,5.44,,0.0
631,ORD0000216,SKU0006,2.0,11.3,,0.0
632,ORD0000216,SKU0012,2.0,11.02,DISC10,10.0
633,ORD0000217,SKU0019,1.0,9.58,DISC5,5.0
634,ORD0000217,SKU0011,2.0,6.21,DISC5,5.0
635,ORD0000217,SKU0010,3.0,5.44,DISC10,10.0
636,ORD0000217,SKU0017,1.0,14.17,DISC10,10.0
637,ORD0000218,SKU0017,1.0,14.17,DISC10,10.0
638,ORD0000219,SKU0005,1.0,7.36,DISC10,10.0
639,ORD0000219,SKU0012,2.0,11.02,DISC5,5.0
640,ORD0000219,SKU0013,3.0,7.36,DISC5,5.0
641,ORD0000220,SKU0012,3.0,11.02,,0.0
642,ORD0000220,SKU0012,1.0,11.02,,0.0
643,ORD0000220,SKU0019,2.0,9.58,DISC5,5.0
644,ORD0000220,SKU0011,2.0,6.21,DISC5,5.0
645,ORD0000220,SKU0013,1.0,7.36,,0.0
646,ORD0000221,SKU0017,2.0,14.17,,0.0
647,ORD0000221,SKU0007,2.0,12.38,DISC10,10.0
648,ORD0000222,SKU0011,1.0,6.21,DISC10,10.0
649,ORD0000222,SKU0010,2.0,5.44,,0.0
650,ORD0000222,SKU0013,3.0,7.36,DISC5,5.0
651,ORD0000223,SKU0002,3.0,7.61,,0.0
652,ORD0000223,SKU0003,2.0,9.37,DISC5,5.0
653,ORD0000223,SKU0011,1.0,6.21,,0.0
654,ORD0000223,SKU0010,3.0,5.44,DISC10,10.0
655,ORD0000223,SKU0012,1.0,11.02,DISC10,10.0
656,ORD0000224,SKU0015,2.0,12.15,,0.0
657,ORD0000224,SKU0015,1.0,12.15,,0.0
658,ORD0000224,SKU0019,3.0,9.58,DISC10,10.0
659,ORD0000225,SKU0019,1.0,9.58,DISC10,10.0
660,ORD0000225,SKU0007,3.0,12.38,,0.0
661,ORD0000225,SKU0002,3.0,7.61,,0.0
662,ORD0000226,SKU0019,1.0,9.58,DISC5,5.0
663,ORD0000226,SKU0009,1.0,11.65,DISC5,5.0
664,ORD0000227,SKU0014,2.0,6.13,DISC5,5.0
665,ORD0000227,SKU0003,2.0,9.37,,0.0
666,ORD0000228,SKU0003,2.0,9.37,DISC10,10.0
667,ORD0000228,SKU0014,2.0,6.13,,0.0
668,ORD0000228,SKU0004,2.0,11.82,DISC5,5.0
669,ORD0000229,SKU0017,1.0,14.17,,0.0
670,ORD0000229,SKU0006,1.0,11.3,,0.0
671,ORD0000229,SKU0005,1.0,7.36,,0.0
672,ORD0000229,SKU0002,3.0,7.61,DISC10,10.0
673,ORD0000230,SKU0006,1.0,11.3,DISC10,10.0
674,ORD0000231,SKU0018,3.0,12.57,,0.0
675,ORD0000231,SKU0004,2.0,11.82,,0.0
676,ORD0000231,SKU0019,3.0,9.58,DISC5,5.0
677,ORD0000232,SKU0014,2.0,6.13,,0.0
678,ORD0000232,SKU0013,2.0,7.36,,0.0
679,ORD0000232,SKU0015,3.0,12.15,,0.0
680,ORD0000232,SKU0019,1.0,9.58,,0.0
681,ORD0000233,SKU0008,1.0,9.36,,0.0
682,ORD0000233,SKU0016,1.0,7.94,DISC10,10.0
683,ORD0000233,SKU0003,2.0,9.37,DISC5,5.0
684,ORD0000233,SKU0004,3.0,11.82,DISC10,10.0
685,ORD0000234,SKU0001,2.0,7.17,DISC10,10.0
686,ORD0000234,SKU0012,2.0,11.02,DISC10,10.0
687,ORD0000234,SKU0001,2.0,7.17,DISC10,10.0
688,ORD0000234,SKU0002,3.0,7.61,,0.0
689,ORD0000234,SKU0018,2.0,12.57,DISC5,5.0
690,ORD0000235,SKU0018,3.0,12.57,DISC10,10.0
691,ORD0000235,SKU0009,2.0,11.65,DISC5,5.0
692,ORD0000235,SKU0003,1.0,9.37,,0.0
693,ORD0000235,SKU0004,1.0,11.82,DISC5,5.0
694,ORD0000236,SKU0006,2.0,11.3,,0.0
695,ORD0000236,SKU0012,2.0,11.02,DISC10,10.0
696,ORD0000237,SKU0005,1.0,7.36,DISC5,5.0
697,ORD0000237,SKU0013,1.0,7.36,DISC10,10.0
698,ORD0000237,SKU0013,1.0,7.36,DISC10,10.0
699,ORD0000237,SKU0016,3.0,7.94,DISC10,10.0
700,ORD0000237,SKU0005,1.0,7.36,DISC5,5.0
701,ORD0000238,SKU0016,3.0,7.94,DISC10,10.0
702,ORD0000239,SKU0005,2.0,7.36,DISC5,5.0
703,ORD0000239,SKU0018,3.0,12.57,DISC10,10.0
704,ORD0000239,SKU0015,1.0,12.15,,0.0
705,ORD0000239,SKU0003,2.0,9.37,DISC10,10.0
706,ORD0000240,SKU0005,2.0,7.36,DISC10,10.0
707,ORD0000240,SKU0019,1.0,9.58,DISC5,5.0
708,ORD0000240,SKU0015,3.0,12.15,DISC5,5.0
709,ORD0000240,SKU0010,2.0,5.44,,0.0
710,ORD0000240,SKU0004,3.0,11.82,DISC10,10.0
711,ORD0000241,SKU0004,3.0,11.82,DISC10,10.0
712,ORD0000241,SKU0015,1.0,12.15,,0.0
713,ORD0000241,SKU0008,3.0,9.36,,0.0
714,ORD0000241,SKU0003,3.0,9.37,DISC5,5.0
715,ORD0000242,SKU0008,1.0,9.36,DISC10,10.0
716,ORD0000242,SKU0017,3.0,14.17,DISC10,10.0
717,ORD0000242,SKU0012,2.0,11.02,DISC5,5.0
718,ORD0000242,SKU0006,2.0,11.3,,0.0
719,ORD0000243,SKU0014,2.0,6.13,DISC10,10.0
720,ORD0000243,SKU0005,3.0,7.36,DISC10,10.0
721,ORD0000244,SKU0004,3.0,11.82,DISC10,10.0
722,ORD0000244,SKU0019,2.0,9.58,DISC10,10.0
723,ORD0000245,SKU0011,1.0,6.21,DISC5,5.0
724,ORD0000245,SKU0009,1.0,11.65,,0.0
725,ORD0000245,SKU0002,1.0,7.61,DISC5,5.0
726,ORD0000245,SKU0017,3.0,14.17,,0.0
727,ORD0000245,SKU0003,3.0,9.37,DISC10,10.0
728,ORD0000246,SKU0002,1.0,7.61,DISC5,5.0
729,ORD0000246,SKU0016,3.0,7.94,DISC5,5.0
730,ORD0000246,SKU0019,3.0,9.58,,0.0
731,ORD0000246,SKU0017,2.0,14.17,DISC10,10.0
732,ORD0000246,SKU0011,3.0,6.21,DISC5,5.0
733,ORD0000247,SKU0013,3.0,7.36,DISC5,5.0
734,ORD0000247,SKU0018,2.0,12.57,DISC10,10.0
735,ORD0000247,SKU0003,2.0,9.37,DISC10,10.0
736,ORD0000248,SKU0006,2.0,11.3,DISC5,5.0
737,ORD0000248,SKU0019,3.0,9.58,,0.0
738,ORD0000248,SKU0001,1.0,7.17,DISC5,5.0
739,ORD0000249,SKU0006,2.0,11.3,DISC10,10.0
740,ORD0000249,SKU0010,3.0,5.44,DISC5,5.0
741,ORD0000249,SKU0010,1.0,5.44,DISC5,5.0
742,ORD0000249,SKU0008,2.0,9.36,DISC5,5.0
743,ORD0000250,SKU0001,2.0,7.17,,0.0
744,ORD0000250,SKU0009,2.0,11.65,,0.0
745,ORD0000250,SKU0011,1.0,6.21,DISC10,10.0
746,ORD0000251,SKU0004,3.0,11.82,DISC5,5.0
747,ORD0000252,SKU0018,1.0,12.57,,0.0
748,ORD0000252,SKU0017,2.0,14.17,DISC5,5.0
749,ORD0000252,SKU0019,2.0,9.58,,0.0
750,ORD0000252,SKU0017,2.0,14.17,DISC10,10.0
751,ORD0000253,SKU0011,2.0,6.21,DISC5,5.0
752,ORD0000253,SKU0009,3.0,11.65,,0.0
753,ORD0000254,SKU0010,3.0,5.44,,0.0
754,ORD0000255,SKU0011,3.0,6.21,,0.0
755,ORD0000255,SKU0002,1.0,7.61,DISC10,10.0
756,ORD0000255,SKU0004,2.0,11.82,DISC10,10.0
757,ORD0000256,SKU0001,1.0,7.17,DISC10,10.0
758,ORD0000257,SKU0019,3.0,9.58,DISC10,10.0
759,ORD0000257,SKU0014,3.0,6.13,DISC5,5.0
760,ORD0000258,SKU0001,2.0,7.17,DISC10,10.0
761,ORD0000258,SKU0006,2.0,11.3,DISC5,5.0
762,ORD0000258,SKU0005,3.0,7.36,DISC10,10.0
763,ORD0000258,SKU0001,1.0,7.17,DISC5,5.0
764,ORD0000258,SKU0007,1.0,12.38,DISC5,5.0
765,ORD0000259,SKU0002,2.0,7.61,DISC5,5.0
766,ORD0000259,SKU0007,3.0,12.38,,0.0
767,ORD0000259,SKU0009,1.0,11.65,,0.0
768,ORD0000259,SKU0013,3.0,7.36,,0.0
769,ORD0000259,SKU0016,3.0,7.94,DISC10,10.0
770,ORD0000260,SKU0005,3.0,7.36,DISC5,5.0
771,ORD0000261,SKU0004,3.0,11.82,DISC5,5.0
772,ORD0000262,SKU0016,1.0,7.94,DISC10,10.0
773,ORD0000262,SKU0007,2.0,12.38,DISC5,5.0
774,ORD0000262,SKU0002,3.0,7.61,DISC10,10.0
775,ORD0000262,SKU0006,2.0,11.3,,0.0
776,ORD0000262,SKU0013,2.0,7.36,,0.0
777,ORD0000263,SKU0006,3.0,11.3,DISC5,5.0
778,ORD0000263,SKU0011,1.0,6.21,DISC10,10.0
779,ORD0000263,SKU0017,2.0,14.17,DISC5,5.0
780,ORD0000263,SKU0001,1.0,7.17,DISC5,5.0
781,ORD0000263,SKU0016,3.0,7.94,DISC10,10.0
782,ORD0000264,SKU0002,2.0,7.61,,0.0
783,ORD0000265,SKU0017,1.0,14.17,DISC5,5.0
784,ORD0000266,SKU0009,1.0,11.65,DISC5,5.0
785,ORD0000266,SKU0006,1.0,11.3,DISC5,5.0
786,ORD0000266,SKU0005,1.0,7.36,,0.0
787,ORD0000266,SKU0010,1.0,5.44,,0.0
788,ORD0000267,SKU0017,2.0,14.17,DISC5,5.0
789,ORD0000267,SKU0001,3.0,7.17,,0.0
790,ORD0000267,SKU0015,2.0,12.15,DISC5,5.0
791,ORD0000267,SKU0013,1.0,7.36,DISC5,5.0
792,ORD0000267,SKU0003,3.0,9.37,DISC10,10.0
793,ORD0000268,SKU0014,1.0,6.13,DISC10,10.0
794,ORD0000268,SKU0011,3.0,6.21,DISC10,10.0
795,ORD0000268,SKU0018,3.0,12.57,,0.0
796,ORD0000269,SKU0015,3.0,12.15,,0.0
797,ORD0000269,SKU0013,1.0,7.36,DISC5,5.0
798,ORD0000269,SKU0001,1.0,7.17,DISC10,10.0
799,ORD0000269,SKU0002,2.0,7.61,DISC5,5.0
800,ORD0000270,SKU0003,2.0,9.37,DISC10,10.0
801,ORD0000270,SKU0010,2.0,5.44,DISC10,10.0
802,ORD0000270,SKU0004,3.0,11.82,,0.0
803,ORD0000270,SKU0015,1.0,12.15,DISC5,5.0
804,ORD0000271,SKU0002,1.0,7.61,,0.0
805,ORD0000271,SKU0012,1.0,11.02,DISC5,5.0
806,ORD0000271,SKU0014,1.0,6.13,,0.0
807,ORD0000271,SKU0018,3.0,12.57,,0.0
808,ORD0000271,SKU0008,2.0,9.36,,0.0
809,ORD0000272,SKU0001,2.0,7.17,,0.0
810,ORD0000272,SKU0015,3.0,12.15,,0.0
811,ORD0000273,SKU0019,2.0,9.58,DISC5,5.0
812,ORD0000273,SKU0016,3.0,7.94,,0.0
813,ORD0000273,SKU0011,2.0,6.21,DISC5,5.0
814,ORD0000273,SKU0017,2.0,14.17,,0.0
815,ORD0000273,SKU0017,3.0,14.17,DISC5,5.0
816,ORD0000274,SKU0002,3.0,7.61,DISC10,10.0
817,ORD0000274,SKU0019,3.0,9.58,,0.0
818,ORD0000274,SKU0011,2.0,6.21,,0.0
819,ORD0000274,SKU0015,1.0,12.15,,0.0
820,ORD0000275,SKU0011,3.0,6.21,DISC10,10.0
821,ORD0000276,SKU0005,3.0,7.36,,0.0
822,ORD0000277,SKU0005,1.0,7.36,DISC5,5.0
823,ORD0000277,SKU0016,1.0,7.94,DISC10,10.0
824,ORD0000277,SKU0007,3.0,12.38,,0.0
825,ORD0000277,SKU0019,1.0,9.58,DISC10,10.0
826,ORD0000278,SKU0016,2.0,7.94,,0.0
827,ORD0000278,SKU0007,1.0,12.38,,0.0
828,ORD0000279,SKU0014,1.0,6.13,DISC5,5.0
829,ORD0000280,SKU0001,1.0,7.17,DISC10,10.0
830,ORD0000280,SKU0013,1.0,7.36,DISC10,10.0
831,ORD0000280,SKU0018,3.0,12.57,,0.0
832,ORD0000280,SKU0017,1.0,14.17,DISC5,5.0
833,ORD0000280,SKU0008,1.0,9.36,,0.0
834,ORD0000281,SKU0018,1.0,12.57,DISC10,10.0
835,ORD0000281,SKU0016,3.0,7.94,,0.0
836,ORD0000281,SKU0016,2.0,7.94,DISC5,5.0
837,ORD0000281,SKU0009,2.0,11.65,DISC5,5.0
838,ORD0000281,SKU0013,2.0,7.36,,0.0
839,ORD0000282,SKU0013,2.0,7.36,,0.0
840,ORD0000282,SKU0006,2.0,11.3,,0.0
841,ORD0000283,SKU0005,1.0,7.36,,0.0
842,ORD0000283,SKU0004,3.0,11.82,DISC10,10.0
843,ORD0000283,SKU0017,3.0,14.17,DISC10,10.0
844,ORD0000284,SKU0012,1.0,11.02,,0.0
845,ORD0000284,SKU0017,3.0,14.17,DISC10,10.0
846,ORD0000284,SKU0012,3.0,11.02,DISC10,10.0
847,ORD0000284,SKU0014,2.0,6.13,,0.0
848,ORD0000285,SKU0016,3.0,7.94,DISC5,5.0
849,ORD0000285,SKU0008,3.0,9.36,DISC5,5.0
850,ORD0000285,SKU0015,3.0,12.15,DISC10,10.0
851,ORD0000285,SKU0019,3.0,9.58,,0.0
852,ORD0000285,SKU0016,3.0,7.94,DISC5,5.0
853,ORD0000286,SKU0009,3.0,11.65,DISC10,10.0
854,ORD0000287,SKU0018,2.0,12.57,DISC10,10.0
855,ORD0000288,SKU0001,3.0,7.17,DISC5,5.0
856,ORD0000288,SKU0001,1.0,7.17,DISC10,10.0
857,ORD0000288,SKU0007,3.0,12.38,,0.0
858,ORD0000288,SKU0002,2.0,7.61,DISC10,10.0
859,ORD0000289,SKU0013,3.0,7.36,DISC10,10.0
860,ORD0000289,SKU0003,3.0,9.37,,0.0
861,ORD0000289,SKU0013,3.0,7.36,DISC5,5.0
862,ORD0000289,SKU0010,1.0,5.44,DISC5,5.0
863,ORD0000290,SKU0007,3.0,12.38,DISC10,10.0
864,ORD0000290,SKU0005,1.0,7.36,DISC5,5.0
865,ORD0000290,SKU0001,2.0,7.17,,0.0
866,ORD0000290,SKU0007,3.0,12.38,DISC10,10.0
867,ORD0000291,SKU0009,1.0,11.65,DISC10,10.0
868,ORD0000291,SKU0015,3.0,12.15,,0.0
869,ORD0000291,SKU0012,1.0,11.02,,0.0
870,ORD0000291,SKU0018,3.0,12.57,DISC10,10.0
871,ORD0000292,SKU0004,1.0,11.82,DISC10,10.0
872,ORD0000292,SKU0004,3.0,11.82,,0.0
873,ORD0000292,SKU0008,3.0,9.36,,0.0
874,ORD0000293,SKU0010,3.0,5.44,DISC5,5.0
875,ORD0000293,SKU0007,1.0,12.38,,0.0
876,ORD0000293,SKU0010,3.0,5.44,DISC5,5.0
877,ORD0000293,SKU0014,2.0,6.13,,0.0
878,ORD0000294,SKU0017,1.0,14.17,DISC10,10.0
879,ORD0000294,SKU0012,1.0,11.02,DISC10,10.0
880,ORD0000294,SKU0003,3.0,9.37,,0.0
881,ORD0000294,SKU0017,2.0,14.17,DISC5,5.0
882,ORD0000294,SKU0007,2.0,12.38,DISC5,5.0
883,ORD0000295,SKU0018,2.0,12.57,DISC10,10.0
884,ORD0000295,SKU0011,3.0,6.21,DISC10,10.0
885,ORD0000295,SKU0011,2.0,6.21,DISC5,5.0
886,ORD0000295,SKU0011,3.0,6.21,DISC10,10.0
887,ORD0000295,SKU0009,3.0,11.65,,0.0
888,ORD0000296,SKU0008,2.0,9.36,,0.0
889,ORD0000296,SKU0006,1.0,11.3,DISC5,5.0
890,ORD0000297,SKU0008,3.0,9.36,DISC10,10.0
891,ORD0000297,SKU0012,2.0,11.02,DISC5,5.0
892,ORD0000297,SKU0005,1.0,7.36,DISC10,10.0
893,ORD0000297,SKU0001,3.0,7.17,,0.0
894,ORD0000297,SKU0003,2.0,9.37,DISC5,5.0
895,ORD0000298,SKU0003,1.0,9.37,DISC10,10.0
896,ORD0000299,SKU0009,2.0,11.65,,0.0
897,ORD0000300,SKU0019,3.0,9.58,,0.0
898,ORD0000300,SKU0013,3.0,7.36,DISC5,5.0
899,ORD0000300,SKU0006,3.0,11.3,DISC5,5.0
900,ORD0000301,SKU0010,3.0,5.44,DISC10,10.0
901,ORD0000301,SKU0015,2.0,12.15,DISC5,5.0
902,ORD0000301,SKU0016,3.0,7.94,DISC10,10.0
903,ORD0000302,SKU0009,2.0,11.65,,0.0
904,ORD0000302,SKU0001,1.0,7.17,DISC10,10.0
905,ORD0000303,SKU0007,2.0,12.38,DISC5,5.0
906,ORD0000303,SKU0001,3.0,7.17,DISC5,5.0
907,ORD0000303,SKU0003,1.0,9.37,DISC10,10.0
908,ORD0000304,SKU0008,3.0,9.36,DISC5,5.0
909,ORD0000304,SKU0014,3.0,6.13,DISC5,5.0
